1;1;1;2;2;2;5;5;5;6;6;6;9;9;9;9;11;11;11;11;13;13;13;14;14;14;17;17;17;18;18;18;21;21;21;22;22;22;25;25;25;25;27;27;27;27;29;29;29;30;30;30;33;34;35;36;37;38;39;40;41;42;43;44;45;45;45;46;46;46;49;50;51;52;53;54;55;56;57;58;59;60;61;61;61;62;62;62
1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;1.0;3.0;4.0
Bb6;Am7;Ab7;Gm7;C7;F6;Bb6;Am7;Ab7;Gm7;C7;F7;Bb6;Am7;Gm7;Bbm;F^;Bb6;A7;Dm7;Dm6;Dm;B%7;Bm7;E7;A^;Bb6;Am7;Ab7;Gm7;C7;F6;Bb6;Am7;Ab7;Gm7;C7;F7;Bb6;Am7;Gm7;Bbm;F^;Bb6;A7;Dm7;Bb6;Am7;Ab7;Gm7;C7;F6;Gm7;C7;Am7;D7;Gm7;C7;Cm7;F7;Bb^7;Eb7;Am7;Dm7;Dm6;Dm;B%7;Bm7;E7;A^;Gm7;C7;Am7;D7;Gm7;C7;Cm7;F7;Bb^7;Eb7;Am7;Dm7;Bb6;Am7;Ab7;Gm7;C7;F6
