1;2;3;4;4;5;6;6;7;8;8;8;8;8;9;10;11;11;12;13;13;14;15;16;17;18;19;20;20;21;21;22;23;24;25;26;27;27;28;29;29;30;31;31
1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;2.0;3.0;4.0;5.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0
Bb^7;A7;D%7;Gsus;G7;Cm7;Fsus;F7;Bb^7;Bb^;Ab^;Gb^;F7;Bb^7;A7;D%7;Gsus;G7;Cm7;Fsus;F7;Bb^7;Bb6;Ab^7;Db^7;Bb^7;Bb^7;Gm;Gm^7;Gm7;C7;Cm7;F7;Bb^7;A7;D%7;Gsus;G7;Cm7;Fsus;F7;Bb6;Cm7;F7
