1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;32;33;34;35;36;36;37;38;39;40;41;42;43;44;44;45;45;46;47;48;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;64;65;66;67;68;69;70;71;72;73;74;75;75;76;77;78;79
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0
Am;Am^7;Am7;Am6;Am;Am;Bb7;Bb7;Gm7;Gm7;Dm7;D#o7;Dm7;Db7;C^7;B%7;E7;Am;Am^7;Am7;Am6;Am;Am;Bb7;Bb7;Gm7;Gm7;Dm7;D#o7;Dm7;Db7;C^7;Bbm7;Eb7;Ab^7;Ab^7;Ab^7;Bbm7;Eb7;Ab^7;Ab^7;Bbm7;Eb7;Bbm7;Eb7;Bbm7;G%7;C7;Fm7;Fm7;Db7;C7;B%7;E7;Am;Am^7;Am7;Am6;Am;Am;Bb7;Bb7;Gm7;Gm7;Dm7;D#o7;Dm7;Db7;C^7;B%7;E7;Am;Am^7;Am7;Am6;Am;Am;Bb7;Bb7;Gm7;Gm7;Dm7;E7;Am7;Fm6;C^7;E7
