1;2;3;4;5;6;7;8;9;10;10;11;12;12;13;14;14;15;15;16;16;17;18;19;20;21;22;23;24;25;26;26;27;28;28;29;30;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;44;45;45;46;46;47;48;49;50;51;52;53;54;55;56;57;58;58;59;60;60;61;62;62;63;64;64
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0
D^7;B7;Em7;A7;F#m7;B7;Em7;A7;D^7;Am7;D7;G^7;E%7;A7;D6;Bm7;E7;A7;F#m7;Em7;Eb7;D^7;B7;Em7;A7;F#m7;B7;Em7;A7;D^7;Am7;D7;G^7;E%7;A7;D6;Em7;A7;D6;D6;Em7;A7;D^7;D^7;Em7;A7;D^7;D^7;Gm7;C7;F^7;Bm7;E7;C#m7;F#7;Bm7;E7;Em7;A7;D^7;B7;Em7;A7;F#m7;B7;Em7;A7;D^7;Am7;D7;G^7;E%7;A7;D6;Em7;A7;D6;Em7;A7
