1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32;33;33;34;34;35;35;36;36
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
G^7;G#o7;Am7;D7;G^7;G#o7;Am7;D7;G6;G#o7;Am7;D7;G6;E7;Am7;D7;G^7;G#o7;Am7;D7;G^7;G#o7;Am7;D7;G6;G#o7;Am7;D7;G6;C7;Bm7;G#o7;Am7;D7;G6;G7;C6;C#o7;G6;G7;C6;C#o7;G6;G7;C6;C#o7;G6;E7;G6;D#o7;Em7;A7;D7;G^7;G#o7;Am7;D7;G^7;G#o7;Am7;D7;G6;G#o7;Am7;D7;G6;E7;Am7;D7;G6;E7;Am7;D7
