1;2;3;4;5;6;7;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;57;58;59;60;61;62;63;64;65;66;67;68;68
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0
Am6;Am6;Abo7;Abo7;Gm7;C7;Fo7;F^7;F^7;Fm7;Bb7;Em7;A7;D7;D7;Dm7;G7;Am6;Am6;Abo7;Abo7;Gm7;C7;Fo7;F^7;F^7;Fm7;Bb7;Em7;Am7;Dm7;G7;Em7;A7;Dm7;G7;Am6;Am6;Abo7;Abo7;Gm7;C7;Fo7;F^7;F^7;Fm7;Bb7;Em7;A7;D7;D7;Dm7;G7;Am6;Am6;Abo7;Abo7;Gm7;C7;Fo7;F^7;F^7;Fm7;Bb7;Em7;Am7;Dm7;G7;Em7;A7;Dm7;G7;C6
