1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;28;29;29;30;30;31;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Eb^7;Eb^7;D%7;G7;Cm7;Cm7;Bbm7;Eb7;Ab^7;Db7;Eb^7;Cm7;F7;F7;Fm7;Bb7;Eb^7;Eb^7;D%7;G7;Cm7;Cm7;Bbm7;Eb7;Ab^7;Db7;Eb^7;A%7;D7;Eb^7;Ab7;Gm7;C7;Fm7;Bb7;Eb6;Bb7
