2;3;3;4;4;5;5;6;7;7;8;9;9;10;11;12;12;13;13
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0
F7;E%7;A7;Dm7;G7;Cm7;F7;Bb7;Bbm7;Eb7;F7;Am7;D7;Gm7;C7;F7;D7;Gm7;C7
