1;1;2;2;3;3;4;5;5;6;6;7;7;8;9;9;10;10;11;11;12;13;13;14;14;15;15;16;17;18;19;20;21;22;23;24;25;25;26;26;27;27;28;29;29;30;30;31;31;32;33;33;34;34;35;35;36;37;37;38;38;39;39;40;41;41;42;42;43;43;44;45;45;46;46;47;47;48;49;50;51;52;53;54;55;56;57;57;58;58;59;59;60;61;61;62;62;63;63;64
1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;Cm7;F7;Bb^7;G7;G7;G7;Gm7;C7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;Cm7;F7;Bb^7;G7;G7;G7;Gm7;C7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7;F^;B7;Dm7;Eb7;Ab7;Db7;Gb7
