1;2;3;4;5;6;7;8;9;10;11;12;12;13;13;14;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;28;29;29;30;30;31;31;32;33
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;5.0;1.0;1.0
Em;Em;Bbm;Bbm;Am;Am;Ebm;Ebm;Am7;Am7;Cm7;Cm7;B7;Bb^7;Cm7;Dm7;Eb^7;Am7;D7;Em;Em;Bbm;Bbm;Am;Am;Ebm;Ebm;Am7;Am7;Cm7;Cm7;B7;Bb^7;Cm7;Dm7;Eb^7;Am7;D7;G6;G^7
