1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16;17;18;19;20;21;22;23;24;25;26;26;27;28;29;30;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;2.5
F^;F^;C7;C7;F^;C7;F^7;F6;E%7;A7;Dm7;G7;A^;E7;A^;Gm7;C7;Cm7;F7;Bb^;Bb^;G7;G7;C7;C7;F^;Cm7;F7;Bb^7;Eb7;F^;C7;F^;Gm7;C7
