1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
F7;Eb7;F7;Eb7;F7;Eb7;F7;Eb7;Abm7;Db7;Abm7;Db7;F7;Eb7;F7;Eb7;Dm7;G7;Cm7;F7;Bbm7;Eb7;F7
