1;2;2;3;4;5;6;6;7;7;8;8;9;10;10;11;12;13;14;14;15;16;17;17;18;18;19;20;21;21;22;22;23;24;25;26;26;27;28;29;30;30;31;31;32;32
1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0
Eb^7;Bbm7;Eb7;Ab^7;Ab^7;Db7;Fm7;Bb7;Eb6;C7;Fm7;Bb7;Eb^7;Bbm7;Eb7;Ab^7;Ab^7;Db7;Fm7;Bb7;Eb6;Eb6;Bbm7;Eb7;Bbm7;Eb7;Ab^7;Ab^7;Cm7;F7;Cm7;F7;Fm7;Bb7;Eb^7;Bbm7;Eb7;Ab^7;Ab^7;Db7;Fm7;Bb7;Eb6;C7;Fm7;Bb7
