1;2;3;3;4;4;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;18;19;19;20;20;21;22;22;23;23;24;25;25;26;26;27;27;28;29;29;30;30;31;32;32
1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
F#%7;B7;Em7;Em7;C^7;C^7;Am7;Dsus;D7;Co7;G^7;F#m7;B7;Em7;B7;Em7;A7;Dm7;A7;Dm7;G7;E%7;A7;D%7;G7;C^7;C^7;Am7;Am7;F#%7;B7;Em7;Em7;C^7;C^7;Am7;Dsus;D7;Co7;G^7;G7;Em7;Em7;C#%7;Cm6;Bm7;Em7;C^7;Bm7;Bb7;Am7;D7;G6;Dm7;G7
