1;2;3;3;4;4;5;6;7;7;8;8;9;10;11;12;13;14;15;16;17;18;19;19;20;20;21;22;23;23;24;24;25;26;27;28;28;29;29;30;30;31;31;32;33;34;34;35;35;36;37;38;38;39;39;40;41;42;43;44;45;46;47;48;49;50;50;51;51;52;53;54;54;55;55;56;57;58;59;59;60;60;61;61;61;61;62;62;63;63;64
1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0
Db^7;Db^7;Em7;A7;Ebm7;Ab7;Db^7;Db^7;Abm7;Db7;Gm7;C7;Fm7;Bbm7;Ebm7;Ab7;Db^7;Bbm7;Eb7;Ab7;Db^7;Db^7;Em7;A7;Ebm7;Ab7;Db^7;Db^7;Abm7;Db7;Gm7;C7;Fm7;Bbm7;Eb7;F#m7;B7;Fm7;Bb7;Ebm7;Ab7;Db^7;Bbm7;Db^7;Db^7;Em7;A7;Ebm7;Ab7;Db^7;Db^7;Abm7;Db7;Gm7;C7;Fm7;Bbm7;Ebm7;Ab7;Db^7;Bbm7;Eb7;Ab7;Db^7;Db^7;Em7;A7;Ebm7;Ab7;Db^7;Db^7;Abm7;Db7;Gm7;C7;Fm7;Bbm7;Eb7;F#m7;B7;Fm7;Bb7;Ebm7;Ab7;Db^7;Gb7;Fm7;Bb7;Ebm7;Ab7;Db^7
