1;2;3;4;5;6;7;8;9;10;11;12;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
A7;A7;F#sus;F#sus;Em7;Ebm7;Dm7;G7;C^7;Am7;Gm7;F^7;E7;A^7;Am7;G#m7;C#7;F#%7;B7;E%7;A7;Dm7;Cm7;Bm7;E7;Bbm7;Eb7;Bm7;E7
