1;2;3;4;4;5;6;7;7;7;8;9;9;10;11;11;12;12;13;13;13;14;15;15;16;17;17;18;19;19;20;20;21;21;21;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;29;30;31;31;32;33;33;34;35;35;36;36;37;37;37;38
1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;5.0;7.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0
Bb^7;Bb^7;Bb^7;Bb^7;Bb^7;Bb^7;Bb^7;Bb^7;A%7;D7;Gm7;Cm7;F7;Bb^7;A%7;Ab7;Gm7;Gm7;E%7;Eb7;D7;Gm7;A%7;D7;Gm7;Cm7;F7;Bb^7;A%7;Ab7;Gm7;Gm7;E%7;Eb7;D7;Gm7;E7;A7;Dm7;B%7;E%7;A7;Dm7;Bb7;A7;Ab7;Gm7;Bb7;E%7;Eb7;D7;Gm7;A%7;D7;Gm7;Cm7;F7;Bb^7;A%7;Ab7;Gm7;Gm7;E%7;Eb7;D7;Gm7
