1;2;3;4;4;5;6;7;8;9;10;11;12;12;13;14;15;16;17;18;19;20;21;22;23;23;24;24;25;26;27;28;28;29;30;31;32
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0
C^7;C^7;C^7;Ebm7;Ab7;Dm7;G7;Dm7;G7;C^7;C^7;C^7;Ebm7;Ab7;Dm7;G7;Dm7;G7;Gm7;Gm7;Csus;C7;F^7;F^7;Bb7;A7;Ab7;G7;C^7;C^7;C^7;Ebm7;Ab7;Dm7;G7;Dm7;G7
