1;2;2;3;3;4;4;5;5;6;6;7;7;8;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;26;26;27;27;28;28;29;29;30;30;31;31;32
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Ab^7;Cm7;F7;Bbm7;Eb7;Ab^7;Ab7;Db7;Do7;C%7;F7;Bbm7;Eb7;Ab^7;Ab^7;Cm7;F7;Bbm7;Eb7;Ab^7;Ab7;Db7;Do7;C%7;F7;Bbm7;Eb7;Ab^7;G7;Cm7;F#m7;B7;Bb^7;Cm7;Dm7;G7;Dbm7;Gb7;Cm7;F7;Bm7;E7;Bbm7;Eb7;Ab^7;Cm7;F7;Bbm7;Eb7;Ab^7;Ab7;Db7;Do7;C%7;F7;Bbm7;Eb7;Ab^7
