1;1;2;2;3;4;4;5;5;6;6;7;8;9;9;10;10;11;12;12;13;13;14;14;15;16;17;18;19;20;21;22;23;24;24;25;25;26;26;27;28;28;29;29;30;30;31;32;32;32;33;33;34;35;35;36;36;37;37;38;39;40;40;41;41;42;43;43;44;44;45;45;46;47;48;49;50;51;52;53;54;55;55;56;56;57;57;58;59;59;60;60;61;61;62;63;63;64;64;65;65;66
1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;5.0;7.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;5.0;1.0;3.0;1.0;3.0;1.0
Ebm7;Ab7;Dbm7;Gb7;B^7;Fm7;Bb7;Ebm7;Ebm7;B7;Bb7;Eb^7;Eb^7;Ebm7;Ab7;Dbm7;Gb7;B^7;Fm7;Bb7;Ebm7;Ebm7;B7;Bb7;Eb^7;Eb^7;Bbm7;Eb7;Ab^7;Ab^7;Abm7;Db7;Gb^7;Fm7;Bb7;Ebm7;Ab7;Dbm7;Gb7;B^7;Fm7;Bb7;Ebm7;Ebm7;B7;Bb7;Eb^7;Eb^7;Ebm7;Ab7;Dbm7;Gb7;B^7;Fm7;Bb7;Ebm7;Ebm7;B7;Bb7;Eb^7;Eb^7;Ebm7;Ab7;Dbm7;Gb7;B^7;Fm7;Bb7;Ebm7;Ebm7;B7;Bb7;Eb^7;Eb^7;Bbm7;Eb7;Ab^7;Ab^7;Abm7;Db7;Gb^7;Fm7;Bb7;Ebm7;Ab7;Dbm7;Gb7;B^7;Fm7;Bb7;Ebm7;Ebm7;B7;Bb7;Eb^7;Eb^7;Gb^7;Ebm7;Ab7;C%7;B7;Bb7
