1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Cm7;Dm7;Eb^7;Dm7;Cm7;Dm7;Eb^7;Dm7;Cm7;Dm7;Eb^7;Dm7;Cm7;Dm7;Eb^7;Dm7;Cm7;Bb7;Eb^7;Ab^7;Ab7;A7;Ab7;G7;Cm7;Dm7;Eb^7;G7;Cm7;Dm7;Eb^7;Dm7
