1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;18;19;20;20;21;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Bo7;Bb6;F6;F6;Bo7;Bb6;F6;F6;Bo7;Bb6;F6;F6;G7;C7;F6;Bo7;Bb6;F6;F6;Bo7;Bb6;F6;F6;Bo7;Bb6;F6;F6;G7;C7;F6;F7;Bb6;Bo7;F6;Cm7;F7;Bb6;Bo7;F6;D7;G%7;C7;Bo7;Bb6;F6;F6;Bo7;Bb6;F6;F6;Bo7;Bb6;F6;F6;G7;C7;F6
