1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;47;48;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Cm;Cm^7;Cm7;Cm6;Cm7;Cm7;Fm7;Fm7;F#o7;F#o7;G%7;C7;F7;F7;D%7;G7;Cm;Cm^7;Cm7;Cm6;Cm7;Cm7;Fm7;Fm7;F#o7;F#o7;G%7;C7;Fm7;Bb7;Eb6;Eb6;Bbm6;Bbm6;Ebo7;Ebo7;Abo7;Abo7;Eb^7;Eb^7;Bbm6;Bbm6;Ebo7;Ebo7;Abo7;D%7;G7;Cm;Cm^7;Cm7;Cm6;Cm7;Cm7;Fm7;Fm7;F#o7;F#o7;G%7;C7;F7;F7;Fm7;Bb7;Eb^7;Eb7;Ab^7;Ao7;Bbsus;Bb7;Eb6;G7
