1;1;2;2;3;3;3;3;4;4;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;11;11;12;12;12;12;13;13;14;14;15;16;17;17;18;18;19;20;21;21;22;22;23;23;24;24;25;25;26;26;27;27;27;27;28;28;28;28;29;29;30;30;31;31;32;32
1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
C^7;Am7;Dm7;G7;Bm7;E7;Bbm7;Eb7;Am7;D7;Abm7;Db7;C^7;Am7;Dm7;G7;E7;A7;D7;G7;C^7;Am7;Dm7;G7;Bm7;E7;Bbm7;Eb7;Am7;D7;Abm7;Db7;C^7;Am7;Dm7;G7;C^7;C^7;Em7;A7;Em7;A7;D^7;D^7;Dm7;G7;Dm7;G7;Em7;Ebo7;Dm7;Gsus;C^7;Am7;Dm7;G7;Bm7;E7;Bbm7;Eb7;Am7;D7;Abm7;Db7;C^7;A7;Dm7;G7;C6;A7;D7;G7
