1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
C^;A7;Ab7;Db7;C^;Eb7;D7;Db7;C^;A7;Ab7;Db7;C^;Bb7;Ab7;Gb7;F^;D7;Db7;Gb7;F^;Ab7;G7;Db7;C^;A7;Ab7;Db7;C^;Db^7;Db^7
