1;2;3;4;5;6;7;8;8;9;10;11;12;13;14;15;16;16;17;17;18;18;19;19;19;20;20;20;21;22;23;24;24;25;26;27;28;29;30;31;32;33;33;34;34;35;36;36
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
F^;F+;F6;F^7;F6;F#o7;Gm7;A%7;D7;Gm;Gm7;Gm6;C7;Gm7;G#o7;F6;Gm7;C7;Cm7;F7;Cm7;F7;Bb^7;Cm7;C#m7;Dm7;Cm7;Bb^7;Bbm6;Bbm6;C7;Csus;C7;F^;F+;F6;F^7;F^;F^7;A%7;D7;Gm7;C7;Gm7;C7;F6;Gm7;C7
