1;2;2;3;3;4;4;5;6;6;7;7;8;8;9;10;11;11;12;12
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0
Ab^7;G%7;C7;Fm7;Em7;Ebm7;Ab7;Db^7;Dbm7;Gb7;Cm7;F7;Bm7;E7;Bbm7;Eb7;Cm7;F7;Bbm7;Eb7
