1;2;3;4;5;6;7;8;9;9;10;10;11;12;13;14;15;16;17;18;19;20;21;21;22;22;23;24;25;26;27;28
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
Bb^7;Bb^7;Am7;Am7;Bb^7;Bb^7;A^;A^;Bb^7;Am7;Bb^7;Am7;D7;D7;Dm;Bb^7;Am7;Am7;Bb^7;Bb^;F^7;Bb^7;Bb^7;Am7;Bb^7;Bb^;F^7;Bb^7;E%7;Asus;Dsus;Dsus
