1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
G^7;G6;G^7;G6;Gm7;Gm6;Gm7;Gm6;A%7;D7;B%7;E7;Am7;D7;G^7;G^7;Cm7;F7;Bb^7;Gm7;Cm7;F7;Bb^7;Bb^7;Am7;D7;G^7;G^7;F#m7;B7;E^7;Am7;D7;G^7;G6;G^7;G6;Gm7;Gm6;Gm7;Gm6;A%7;D7;B%7;E7;Am7;D7;G^7;G^7
