1;2;3;4;5;6;7;8;9;10;11;11;12
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0
Fm7;Fm7;Fm7;Fm7;Db7;Db7;Fm7;Fm7;Db7;Bb^7;G%7;C7;Fm7
