1;1;2;3;4;5;5;6;6;7;8;9;10;11;12;13;14;15;15;16;16;17;17;18;19;20;21;21;22;22;23;24;25;26;27;28;29;29;30;31;32;33;33;34;35;35;36;37;37;38;39;39;40;41;42;43;43;44;44;45;46;47;48;49;50;51;52;53;53;54;54;55;55;56;57;58;59;59;60;60;61;62;63;64;65;66;67;67;68;68;68;69;70;70;71;72;72;73
1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;5.0;7.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0
G7;Db7;C7;Fsus;F7;Fm7;B7;Bb7;Bb7;Ebsus;Eb7;Ab^7;G7;Csus;C7;Fsus;F7;Bbsus;Bbo7;Bb7;Ab7;G7;Db7;C7;Fsus;F7;Fm7;B7;Bb7;Bb7;Ebsus;Eb7;Ab^7;G7;Csus;C7;F7;B7;Bb7;Eb^7;Ab7;Eb7;Db7;C7;F7;B7;Bbsus;Db7;D7;Eb7;G7;Db7;C7;Fsus;F7;Fm7;B7;Bb7;Bb7;Ebsus;Eb7;Ab^7;G7;Csus;C7;Fsus;F7;Bbsus;Bbo7;Bb7;Ab7;G7;Db7;C7;Fsus;F7;Fm7;B7;Bb7;Bb7;Ebsus;Eb7;Ab^7;G7;Csus;C7;F7;B7;Bb7;Eb7;Db7;C7;F7;B7;Bbsus;Db7;D7;Eb7
