1;2;3;4;5;6;7;7;8;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;47;48;48;49;50;51;52;53;54;54;55;56
1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0
Am7;Am7;C^7;C^7;Em7;B7;Em7;A7;Dm7;G7;Am7;Am7;C^7;C^7;Em7;B7;Em7;A7;Dm7;G7;C^7;C^7;B%7;E7;Am7;Am7;Gm7;C7;F^7;Dm7;Am7;D7;Am7;B%7;E7;Am7;G7;C^7;F7;C^7;C^7;Gm7;C7;F^7;F^7;Dm7;G7;C^7;C^7;F#%7;B7;Em7;A7;Dm7;G7;Am7;Am7;D7;Dm7;Am7;B%7;E7;Am7;Am7
