1;2;3;4;5;6;7;8;9;10;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
A^7;A^7;G^7;G^7;C^7;C^7;Bb^7;Bb^7;Dbm7;D%7;G7;C^7;C^7;Cm7;B7;Bb^7;Bb^7;A^7;A^7;G^7;G^7;C^7;C^7;Bb^7;Bb^7;Dbm7;D%7;G7;C^7;C^7;Cm7;B7;Bb^7;Bb^7;Cm7;Bb7;Eb^7;Eb^7;Bb7;Ab7;Gb^7;Gb^7;Gbm7;Am7;Cm7;Ebm7;C6;C6
