1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;26;27;28;28;29;30;31;32;33;34;35;36
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Fsus;Eb6;Fsus;Eb6;Fsus;Eb6;Fsus;Eb6;Fsus;Eb6;Fsus;Eb6;Fsus;Eb6;Fsus;Eb6;Db^7;Eb6;Db^7;Eb6;Db^7;Eb6;Db^7;Eb6;D7;Ebm7;Ab7;Db^7;Dbm7;Gb7;Fsus;Eb6;Fsus;Eb6;Fsus;Eb6;Fsus;Eb6
