1;2;3;4;5;5;6;6;7;8;9;10;11;12;13;13;14;14;15;16;16;17;18;19;20;21;21;22;22;23;24;25;26;27;28;29;29;30;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;45;46;46;47;48;49;50;51;52;53;53;54;54;55;56;56;57;58;59;60;61;61;62;62;63;64;65;66;66;67;68;69;70;71;71
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;3.0
Gm7;C7;Gm7;C7;Gm7;C7;Gm7;C7;A%7;D7;Bbm7;Eb7;Bbm7;Eb7;Dm7;G7;Gm7;C7;F6;Am7;D7;Gm7;C7;Gm7;C7;Gm7;C7;Gm7;C7;A%7;D7;Bbm7;Eb7;Bbm7;Eb7;Dm7;G7;Gm7;C7;F6;F6;Fm7;Fm7;Db7;Db7;Eb^7;Eb^7;Db7;C7;Gm7;C7;Gm7;C7;Gm7;C7;Gm7;C7;A%7;D7;Bbm7;Eb7;Bbm7;Eb7;Dm7;G7;Gm7;C7;F6;Am7;D7;Gm7;C7;Gm7;C7;Gm7;C7;Gm7;C7;A%7;D7;Bbm7;Eb7;A%7;D7;Gm7;C7;F6;Am7;D7
