2;3;3;4;5;6;7;8;9;10;11;12;13;13
1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Bb7;Cm7;F7;Bb7;Bb7;Eb7;Ebm7;Bb7;C#m7;Cm7;F7;Bb7;Cm7;F7
