1;2;3;4;5;6;7;8;9;10;11;11;12;13;13;14;14;15;15;16;17;18;19;20;21;22;23;24
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Eb^7;Eb^7;Dm7;Dm7;Eb^7;Eb^7;Dm7;Eb^7;Ab^7;Ab^7;Am7;D7;Gm7;Em7;A7;D^7;B7;Em7;A7;D^7;Eb^7;Eb^7;Dm7;Gm7;Cm7;Cm7;F7;Bb^7
