1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;26;27;28;29;30;31;32;33;34
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Fm;C7;Ebm7;Db^7;G7;C7;Fm7;C7;Fm;C7;Ebm7;Db^7;G7;C7;Fm7;C7;Fm;Fm;D%7;G7;C7;F7;Bbm7;Eb7;Ab^;G7;C7;Fm;C7;Ebm7;Db^7;G7;C7;Fm7;C7
