1;2;3;4;5;6;7;7;8;9;10;11;12;13;14;15;15;16;17;18;19;20;21;22;23;23;24;24;25;26;27;28;29;30;31;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0
Cm7;F7;Bb^7;A7;F#m7;Bm7;Em7;A7;D^7;Cm7;F7;Bb^7;A7;F#m7;Bm7;Em7;A7;D^7;Cm7;F7;Ebm7;Ab7;Cm7;F7;Dm7;G7;Dbm7;Gb7;Cm7;F7;Bb^7;A7;F#m7;Bm7;Em7;A7;D^7
