1;1;1;1;2;2;2;2;3;4;4;5;5;5;5;6;6;6;6;7;8;8;8;8
1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;1.0;2.0;3.0;4.0
F^7;F^7;G7;C7;F^7;F^7;F7;Bb7;C^7;D7;G7;F^7;F^7;F7;Gb7;F^7;F^7;F#m7;Fm7;C^7;D7;D7;G7;Db^7
