1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;8;8;9;9;10;10;11;11;12;13;13;14;14;15;16;16;17;18;18
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0
C^7;C7;C6;C+;C^7;C+;Dm7;G7;Dm7;G7;E%7;A7;F#%7;B7;Em7;A7;Dm7;G7;C^7;C7;C6;C+;C^7;E%7;A7;Dm7;D#o7;Em7;A7;Dm7;Ab7;G7;C6;Dm7;G7
