1;2;3;3;4;4;5;6;7;8;8;9;10;11;12;12;13;14;14;15;16;17;18
1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0
F^7;Eb^7;Dm7;Bb7;B7;E7;Fm7;Gb^7;Fm7;Gb^7;Eb^7;Eb^7;Eb^7;Cm7;Dm7;G7;Cm7;Dm7;Em7;Em7;Em7;Em7;Em7
