1;2;3;4;5;6;7;7;8;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;21;22;23;24;24;25;26;27;28;29;30;31;32;33;33;34;34
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
E7;B%7;E7;E7;E%7;A7;D7;Bb7;Am;F7;E7;B%7;E7;E7;E%7;A7;D7;Bb7;Am;F7;A7;A7;Dm7;Dm7;B7;B7;E^7;F7;Eb7;E7;B%7;E7;E7;E%7;A7;Bm7;G7;A6;A6;A6;A6
