1;2;3;4;5;6;7;8;9;10;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;28;29;30;31;32;32;33;34;35;36;36;37;38;39;39;40;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;84;85;86;87;88;88;89;90;91;92;92;93;94;95;95;96;96;97;98;99;100;101;102;103;104;105;106;107;108;109;109;110;111;112;113;113;114;114;115;115;116;117
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
Em7;A7;Dm7;Gsus;Fo7;Am7;D^;Gsus;Em7;Bbm7;Eb7;Dm7;Gsus;Fo7;Am7;Fm7;Bbsus;Gm7;C7;Fm7;Bbsus;Abo7;Cm7;Am7;D7;G^7;Dm7;A^;A^;B7;E^7;A^7;D#m7;G#sus;Bsus;Ebsus;Eb7;Esus;Esus;E7;A^7;F#m7;C^;Bb^;Ab^;G7;Em7;A7;Dm7;Gsus;C6;Am7;F#m7;B7;C7;A7;Dm7;Gsus;G7;C^7;Gsus;C^7;Em7;A7;Dm7;Gsus;Fo7;Am7;D^;Gsus;Em7;Bbm7;Eb7;Dm7;Gsus;Fo7;Am7;Fm7;Bbsus;Gm7;C7;Fm7;Bbsus;Abo7;Cm7;Am7;D7;G^7;Dm7;A^;A^;B7;E^7;A^7;D#m7;G#sus;Bsus;Ebsus;Eb7;Esus;Esus;E7;A^7;F#m7;C^;Bb^;Ab^;G7;Em7;A7;Dm7;Gsus;C6;Am7;F#m7;B7;C7;A7;Dm7;Gsus;G7;C^7;Gsus;C^7;Gsus;F^;D^;Em;E^;F^;Bb^;G^;Cm7
