1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;12;13;14;15;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;26;27;28;28;29;29;30;30;31;32;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
F6;Dm7;Gm7;C7;F^7;Dm7;Gm7;C7;F6;Dm7;Gm7;C7;F6;D7;Gm7;C7;Ab6;Fm7;Bbm7;Eb7;Ab^7;G7;C^7;Am7;Gm7;C7;F6;Dm7;Gm7;C7;F^7;Dm7;Gm7;C7;F6;Dm7;Gm7;C7;F6;D7;Gm7;C7;Cm7;F7;Bb^7;Bbm6;Eb7;F6;Abo7;Gm7;C7;F6;Gm7;C7
